Depth,Temperature,Salinity
151.79803648096285,-1.4508425084269587,33.066896294532675
152.04803648096285,-1.4507297855630485,33.070658584803375
152.29803648096285,-1.4498614659454958,33.0747447681422
152.54803648096285,-1.4484882915266644,33.07803805320118
152.79803648096285,-1.446820111797635,33.0807974313036
153.04803648096285,-1.4448194477097809,33.084465661419934
153.29803648096285,-1.4422488136165172,33.08941892589963
153.54803648096285,-1.4397173525131715,33.093547859546355
153.79803648096285,-1.4373514320139547,33.09716605879714
154.04803648096285,-1.4355985301010725,33.10140643301578
154.29803648096285,-1.43462008125476,33.10546195249438
154.54803648096285,-1.4329437958738482,33.107630912462206
154.79803648096285,-1.4324299086825782,33.11072437556723
155.04803648096285,-1.4325990960434063,33.114583888038865
155.29803648096285,-1.4325228207435008,33.11794984036435
155.54803648096285,-1.4329741557817568,33.12154688804392
155.79803648096285,-1.4337580865050015,33.12584744803366
156.04803648096285,-1.4345702704176475,33.13053534264092
156.29803648096285,-1.4356126219005343,33.135561311875186
156.54803648096285,-1.4368737030865915,33.14033526593556
156.79803648096285,-1.4378051902824183,33.14382410247027
157.04803648096285,-1.4385941918877814,33.14731953642825
157.29803648096285,-1.4394809093179433,33.15137320605241
157.54803648096285,-1.4401812568224792,33.15513389964562
157.79803648096285,-1.4403988752577992,33.158027215815
158.04803648096285,-1.4404940414665899,33.1612327282968
158.29803648096285,-1.4408285361708233,33.165791454691025
158.54803648096285,-1.441602572504025,33.17063608587794
158.79803648096285,-1.4421264221930583,33.17499412329766
159.04803648096285,-1.441960092814243,33.17969330201887
159.29803648096285,-1.4421085302348822,33.18541799458781
159.54803648096285,-1.4417339394235333,33.190009739138645
159.79803648096285,-1.4409008123471254,33.194551786162954
160.04803648096285,-1.4401348577584612,33.200233617783084
160.29803648096285,-1.4394111444131417,33.20577403049109
160.54803648096285,-1.4384039549316077,33.21003519242295
160.79803648096285,-1.4374109628699474,33.215033443960856
161.04803648096285,-1.4359564758637822,33.219953993842374
161.29803648096285,-1.4334735051938459,33.22417221626275
161.54803648096285,-1.4302434211842157,33.22926660602729
161.79803648096285,-1.4271452697724145,33.23484807040164
162.04803648096285,-1.4249396590086425,33.23986397059246
162.29803648096285,-1.4232993153340665,33.245083119932275
162.54803648096285,-1.4217950957963201,33.251301082623186
162.79803648096285,-1.42111799528565,33.25749729642749
163.04803648096285,-1.4224557743246382,33.26303725205913
163.29803648096285,-1.4252896315025785,33.26880499722737
163.54803648096285,-1.4269722738525348,33.27441388695234
163.79803648096285,-1.426656482329664,33.27938669280667
164.04803648096285,-1.4268663733079774,33.285003954768264
164.29803648096285,-1.4260041960718703,33.290820668938174
164.54803648096285,-1.4251327034694556,33.29655017686899
164.79803648096285,-1.4249968131267916,33.30177834542434
165.04803648096285,-1.4248154456217457,33.30643509187745
165.29803648096285,-1.42441528482763,33.31134445848242
165.54803648096285,-1.4234921038937607,33.315931466426775
165.79803648096285,-1.4224306207529207,33.320766561647815
166.04803648096285,-1.421253615450222,33.32598594703028
166.29803648096285,-1.4195519063203303,33.33092195744452
166.54803648096285,-1.4176060157909152,33.33590843021827
166.79803648096285,-1.4156345941217097,33.341288913759854
167.04803648096285,-1.4140580433678915,33.346457953064586
167.29803648096285,-1.4126410627618144,33.35069241723785
167.54803648096285,-1.4108803078316496,33.35445175804158
167.79803648096285,-1.409577998307937,33.35928194279049
168.04803648096285,-1.4082244849382606,33.36419173771535
168.29803648096285,-1.4066333806896918,33.368444173183704
168.54803648096285,-1.4050862712059953,33.37222208157973
168.79803648096285,-1.4035886316795074,33.375826773340684
169.04803648096285,-1.4018439522854806,33.37941358654295
169.29803648096285,-1.3999915120428799,33.38311386746306
169.54803648096285,-1.397541496065223,33.38737756951374
169.79803648096285,-1.394150637476712,33.39300311897035
170.04803648096285,-1.3900212861757395,33.400282322593796
170.29803648096285,-1.3835709373974978,33.407700657649805
170.54803648096285,-1.3756482015039444,33.41563793071861
170.79803648096285,-1.3692098292984476,33.42354767680216
171.04803648096285,-1.3653829650325613,33.43013292120448
171.29803648096285,-1.361511932948787,33.435984060883364
171.54803648096285,-1.357568559398365,33.4422118696848
171.79803648096285,-1.3546768793524566,33.44879624382099
172.04803648096285,-1.3529360374166606,33.45423449650298
172.29803648096285,-1.3512268784844867,33.45812772861827
172.54803648096285,-1.3488698872113816,33.463165795692184
172.79803648096285,-1.3467918341860632,33.46927375793886
173.04803648096285,-1.3445700681924888,33.4756169823525
173.29803648096285,-1.3422126566945507,33.48162746730013
173.54803648096285,-1.340283129537635,33.486978330137504
173.79803648096285,-1.3375911049309501,33.49172749498764
174.04803648096285,-1.3346255968854064,33.497562405198636
174.29803648096285,-1.3314265979283348,33.50407296102335
174.54803648096285,-1.3276757923611082,33.51003445855203
174.79803648096285,-1.3235592312258948,33.51549595292176
175.04803648096285,-1.3196566903863172,33.521110964365626
175.29803648096285,-1.3167049975519547,33.52711436395931
175.54803648096285,-1.314279762233712,33.533303163764366
175.79803648096285,-1.3117856190061632,33.53952526786279
176.04803648096285,-1.309529781621213,33.54608139550919
176.29803648096285,-1.3076445575448035,33.55336608690071
176.54803648096285,-1.3054826777349098,33.560255771829794
176.79803648096285,-1.3029288759704243,33.56658221593741
177.04803648096285,-1.3004714987191663,33.572845935488644
177.29803648096285,-1.298319470517382,33.57878604581208
177.54803648096285,-1.2960144958816096,33.58427857534945
177.79803648096285,-1.2933726391103137,33.58911117781386
178.04803648096285,-1.2907837286669164,33.59413069730166
178.29803648096285,-1.2883627372902162,33.599905189052606
178.54803648096285,-1.2854622399927558,33.60543223358663
178.79803648096285,-1.2824466637421272,33.611562776893635
179.04803648096285,-1.2794473955680425,33.6180691398647
179.29803648096285,-1.2762571103254772,33.62478813027499
179.54803648096285,-1.2727205910751334,33.632186056918954
179.79803648096285,-1.2690448737518152,33.640199601535656
180.04803648096285,-1.2657082151243733,33.64813885951066
180.29803648096285,-1.2625197753975632,33.655321606430654
180.54803648096285,-1.2588576975046357,33.66285746947746
180.79803648096285,-1.2547204380732069,33.67172185147234
181.04803648096285,-1.251215131352237,33.67927665410698
181.29803648096285,-1.2482312240582696,33.68569959356518
181.54803648096285,-1.2454788032341353,33.69216864771804
181.79803648096285,-1.242630770066719,33.69964420305841
182.04803648096285,-1.2394531407272735,33.7076923328012
182.29803648096285,-1.2363319015649632,33.71408141096309
182.54803648096285,-1.2329998556137198,33.721170278278464
182.79803648096285,-1.2292722757990375,33.729142853545454
183.04803648096285,-1.2253325959953145,33.736394116264705
183.29803648096285,-1.2215179928769662,33.74271760009635
183.54803648096285,-1.2180373604037689,33.74841754472205
183.79803648096285,-1.2146757854261023,33.75417418093503
184.04803648096285,-1.210690287217471,33.760246170153856
184.29803648096285,-1.2059439415459363,33.76670450626902
184.54803648096285,-1.2014281779228466,33.7737245791615
184.79803648096285,-1.1970819642536417,33.780714270869225
185.04803648096285,-1.19253344208577,33.78853907284431
185.29803648096285,-1.1878669651753226,33.79689280420969
185.54803648096285,-1.1834666930772084,33.80443571209187
185.79803648096285,-1.1793096751288223,33.811278991572124
186.04803648096285,-1.1749087913172747,33.81779599216968
186.29803648096285,-1.1702642919207489,33.8242934865863
186.54803648096285,-1.1658308633642804,33.83111067396737
186.79803648096285,-1.1616762090194601,33.838374653103386
187.04803648096285,-1.1570493644064042,33.845745006771715
187.29803648096285,-1.1522402764008226,33.853214476114466
187.54803648096285,-1.147999674681973,33.85936013059828
187.79803648096285,-1.1446996827811533,33.86401627454
188.04803648096285,-1.142027286502156,33.868437962163384
188.29803648096285,-1.1393675690894418,33.87225576930429
188.54803648096285,-1.1364838328387339,33.87608632747334
188.79803648096285,-1.1331358932726119,33.88026964476804
189.04803648096285,-1.129212441418725,33.88509120767119
189.29803648096285,-1.1249207615784642,33.89084353569757
189.54803648096285,-1.1205303779793594,33.89693557518018
189.79803648096285,-1.1157584474270088,33.902802935684456
190.04803648096285,-1.1111188735210562,33.909837558576456
190.29803648096285,-1.1067385110434116,33.91726938274302
190.54803648096285,-1.1018463654621173,33.92246103778351
190.79803648096285,-1.0967742293577958,33.928839261536744
191.04803648096285,-1.0912288915240034,33.93502323236768
191.29803648096285,-1.0864009438754247,33.94029663987691
191.54803648096285,-1.0829656491854183,33.94536323449254
191.79803648096285,-1.0794018928894247,33.95009230567024
192.04803648096285,-1.075552881777496,33.954846772606345
192.29803648096285,-1.0715362303882683,33.95954243121024
192.54803648096285,-1.068001993656454,33.96435092698275
192.79803648096285,-1.0651018882402261,33.969440121047555
193.04803648096285,-1.0618753189575318,33.97463469300885
193.29803648096285,-1.058336510686604,33.98040094505258
193.54803648096285,-1.0546767109704254,33.9863045889233
193.79803648096285,-1.0509429811448603,33.990793856194
194.04803648096285,-1.0473890783038666,33.99355631562819
194.29803648096285,-1.0444417770442183,33.996738970418
194.54803648096285,-1.04120519678362,33.99984199697618
194.79803648096285,-1.03787736188307,34.00380965680034
195.04803648096285,-1.0346998736695763,34.00890621998068
195.29803648096285,-1.0309889764310722,34.014329137398356
195.54803648096285,-1.0262217506709552,34.020617357916244
195.79803648096285,-1.0220168697137935,34.02650879724835
196.04803648096285,-1.0174555321587606,34.030872061512504
196.29803648096285,-1.0116873988949309,34.03483325397893
196.54803648096285,-1.00600358834916,34.03981917425917
196.79803648096285,-1.00097686442955,34.04348361949378
197.04803648096285,-0.9966445421280176,34.0473124675616
197.29803648096285,-0.9928834440729561,34.05128238297786
197.54803648096285,-0.9894414244747173,34.05464194540078
197.79803648096285,-0.9859494077992683,34.05851549407782
198.04803648096285,-0.9821523603630614,34.06319136568828
198.29803648096285,-0.9777214915287922,34.06740112890652
198.54803648096285,-0.9735160950476828,34.07119242676493
198.79803648096285,-0.9703651065664969,34.07519544329648
199.04803648096285,-0.9673662083620826,34.07857344769158
199.29803648096285,-0.9641434789899832,34.0816915552494
199.54803648096285,-0.9610110437483946,34.085059261953596
199.79803648096285,-0.9581750420872711,34.088817256734565
200.04803648096285,-0.9552417251426752,34.09280004586317
200.29803648096285,-0.9515820044533331,34.09678116697175
200.54803648096285,-0.9474391141261486,34.100516736969155
200.79803648096285,-0.9427823387426332,34.10401125347434
201.04803648096285,-0.9380086813045329,34.10808723727506
201.29803648096285,-0.9338443294842472,34.112885813812845
201.54803648096285,-0.9298022633167503,34.11592903576634
201.79803648096285,-0.9257867664398698,34.119343268216255
202.04803648096285,-0.9218604835033734,34.12406602043561
202.29803648096285,-0.9179568756813875,34.12865750167061
202.54803648096285,-0.9138738180080213,34.13243181137617
202.79803648096285,-0.9095626416602878,34.13750373774261
203.04803648096285,-0.9058812156831718,34.14218958630123
203.29803648096285,-0.9025585712760251,34.145448074346945
203.54803648096285,-0.8985109378749719,34.149108694551465
203.79803648096285,-0.8937963363848472,34.154649383829785
204.04803648096285,-0.8890407758340272,34.15864352898322
204.29803648096285,-0.8843409809961025,34.16067870335925
204.54803648096285,-0.8791297652845951,34.1636985161882
204.79803648096285,-0.8732127408470722,34.168502079509054
205.04803648096285,-0.8673437553051165,34.17074700554336
205.29803648096285,-0.8597851404026378,34.17509444702342
205.54803648096285,-0.8533860480116362,34.18010255921182
